Noo,8,jing,wei
406,2018-04-01 00:00:39,121.50023300000001,31.12752
406,2018-04-01 00:00:49,121.50023300000001,31.12752
406,2018-04-01 00:00:59,121.50023300000001,31.12752
409,2018-04-01 00:00:06,121.50463700000002,31.035627
409,2018-04-01 00:00:16,121.50463700000002,31.035632
409,2018-04-01 00:00:36,121.504627,31.035643
409,2018-04-01 00:00:46,121.504625,31.03565
409,2018-04-01 00:00:56,121.504622,31.035652000000002
418,2018-04-01 00:00:09,121.55226699999999,31.282358000000002
418,2018-04-01 00:00:19,121.55226699999999,31.282358000000002
418,2018-04-01 00:00:39,121.55226699999999,31.282358000000002
418,2018-04-01 00:00:49,121.55226699999999,31.282358000000002
418,2018-04-01 00:00:59,121.55226699999999,31.282358000000002
423,2018-04-01 00:00:09,121.42236499999999,31.08179
423,2018-04-01 00:00:19,121.42236499999999,31.08179
423,2018-04-01 00:00:39,121.42236499999999,31.08179
423,2018-04-01 00:00:49,121.42236499999999,31.08179
423,2018-04-01 00:00:59,121.42236499999999,31.08179
432,2018-04-01 00:00:07,121.38577,31.27706
432,2018-04-01 00:00:17,121.38577,31.27706
432,2018-04-01 00:00:37,121.38577,31.27706
432,2018-04-01 00:00:47,121.38577,31.27706
432,2018-04-01 00:00:57,121.385773,31.277063000000002
433,2018-04-01 00:00:07,121.353343,31.076632
433,2018-04-01 00:00:17,121.353343,31.076632
433,2018-04-01 00:00:37,121.353343,31.076632
433,2018-04-01 00:00:47,121.353343,31.076632
433,2018-04-01 00:00:57,121.353342,31.076629999999998
443,2018-04-01 00:00:05,121.43784699999999,31.246595000000003
443,2018-04-01 00:00:15,121.43784699999999,31.246595000000003
443,2018-04-01 00:00:35,121.437845,31.246596999999998
443,2018-04-01 00:00:45,121.437845,31.246596999999998
443,2018-04-01 00:00:55,121.437845,31.246596999999998
447,2018-04-01 00:00:03,121.45698999999999,31.234813
447,2018-04-01 00:00:13,121.45701299999999,31.234797999999998
447,2018-04-01 00:00:33,121.45703700000001,31.23477
447,2018-04-01 00:00:43,121.457047,31.234755
447,2018-04-01 00:00:53,121.45706299999999,31.234741999999997
448,2018-04-01 00:00:10,121.34251699999999,31.296707
448,2018-04-01 00:00:20,121.34251699999999,31.296707
448,2018-04-01 00:00:40,121.34251499999999,31.296707
448,2018-04-01 00:00:50,121.34251499999999,31.296707
448,2018-04-01 00:01:00,121.34251499999999,31.296707
449,2018-04-01 00:00:05,121.32014699999999,31.325972999999998
449,2018-04-01 00:00:15,121.32014699999999,31.325972999999998
449,2018-04-01 00:00:35,121.32014699999999,31.325972999999998
449,2018-04-01 00:00:45,121.32014699999999,31.325972999999998
449,2018-04-01 00:00:55,121.32014699999999,31.325972999999998
450,2018-04-01 00:00:05,121.468603,31.238513
450,2018-04-01 00:00:15,121.468603,31.238513
450,2018-04-01 00:00:35,121.46861299999999,31.238509999999998
450,2018-04-01 00:00:45,121.46861299999999,31.238509999999998
450,2018-04-01 00:00:54,121.46861299999999,31.238509999999998
451,2018-04-01 00:00:07,121.32838999999998,31.343266999999997
451,2018-04-01 00:00:17,121.32838799999999,31.34327
451,2018-04-01 00:00:37,121.32838799999999,31.34327
451,2018-04-01 00:00:47,121.328392,31.343266999999997
451,2018-04-01 00:00:57,121.328395,31.343263
464,2018-04-01 00:00:07,121.477608,31.221412
464,2018-04-01 00:00:17,121.477603,31.221404999999997
464,2018-04-01 00:00:37,121.477603,31.221404999999997
464,2018-04-01 00:00:47,121.477603,31.221404999999997
464,2018-04-01 00:00:57,121.477603,31.221404999999997
475,2018-04-01 00:00:03,121.466282,31.325932
475,2018-04-01 00:00:13,121.466282,31.325932
475,2018-04-01 00:00:33,121.466272,31.325928
475,2018-04-01 00:00:43,121.466272,31.325928
475,2018-04-01 00:00:53,121.466272,31.325928
478,2018-04-01 00:00:09,121.600525,31.233897999999996
478,2018-04-01 00:00:19,121.600525,31.233897999999996
478,2018-04-01 00:00:39,121.600525,31.233897999999996
478,2018-04-01 00:00:49,121.600525,31.233897999999996
478,2018-04-01 00:00:59,121.60053,31.233890000000002
481,2018-04-01 00:00:04,121.40488700000002,31.328813
481,2018-04-01 00:00:14,121.40488700000002,31.328813
481,2018-04-01 00:00:34,121.40488700000002,31.328813
481,2018-04-01 00:00:44,121.40489299999999,31.328818
481,2018-04-01 00:00:54,121.40489299999999,31.328818
490,2018-04-01 00:00:03,121.487755,31.234720000000003
490,2018-04-01 00:00:13,121.487755,31.234720000000003
490,2018-04-01 00:00:33,121.48776000000001,31.234725
490,2018-04-01 00:00:43,121.48776000000001,31.234725
490,2018-04-01 00:00:53,121.48776000000001,31.234725
507,2018-04-01 00:00:03,121.398347,31.239546999999998
507,2018-04-01 00:00:13,121.398348,31.239546999999998
507,2018-04-01 00:00:33,121.39836000000001,31.239548
507,2018-04-01 00:00:43,121.398367,31.239548
507,2018-04-01 00:00:53,121.39837,31.239548
509,2018-04-01 00:00:07,121.487503,31.262862
509,2018-04-01 00:00:17,121.487503,31.262862
509,2018-04-01 00:00:37,121.487503,31.262862
509,2018-04-01 00:00:47,121.487503,31.262862
509,2018-04-01 00:00:57,121.487503,31.262862
514,2018-04-01 00:00:06,121.478117,31.215816999999998
514,2018-04-01 00:00:16,121.478117,31.215816999999998
514,2018-04-01 00:00:36,121.47811000000002,31.215822999999997
514,2018-04-01 00:00:46,121.47811000000002,31.215822999999997
514,2018-04-01 00:00:56,121.47811000000002,31.215822999999997
515,2018-04-01 00:00:06,121.415228,31.173071999999998
515,2018-04-01 00:00:16,121.415227,31.173084999999997
